order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,delivery_status,shipping_cost
2900,Delhivery,TRK4535917650,2023-10-26,2023-10-29,,Shipped,121.52
2901,Delhivery,TRK4718830099,2023-12-18,2023-12-24,2023-12-24,Delivered,246.79
2904,Ekart,TRK5428873449,2024-02-26,2024-03-02,2024-03-03,Delivered,215.79
2905,Ekart,TRK6686679899,2023-03-02,2023-03-07,2023-03-06,Delivered,152.02
2906,FedEx India,TRK4706170690,2022-08-04,2022-08-11,2022-08-13,Delivered,71.98
2907,FedEx India,TRK1497110384,2022-03-26,2022-03-29,2022-03-28,Delivered,173.11
2908,DTDC,TRK7156756650,2022-06-20,2022-06-27,2022-06-29,Delivered,56.76
2909,BlueDart,TRK5188601674,2023-10-08,2023-10-14,,Shipped,196.97
2910,FedEx India,TRK4923435969,2023-06-09,2023-06-15,2023-06-14,Delivered,102.2
2911,Ekart,TRK8504505669,2022-12-10,2022-12-13,2022-12-15,Delivered,94.99
2912,DTDC,TRK3754024286,2022-10-21,2022-10-28,2022-10-31,Delivered,62.25
2913,BlueDart,TRK1789257140,2023-11-20,2023-11-25,2023-11-26,Delivered,55.24
2914,Ekart,TRK2503857626,2022-02-14,2022-02-20,2022-02-22,Delivered,154.59
2915,Delhivery,TRK4816384936,2022-08-01,2022-08-07,2022-08-07,Delivered,218.16
2916,Delhivery,TRK8063585301,2024-05-03,2024-05-09,,Shipped,113.32
2917,FedEx India,TRK0127896951,2022-11-10,2022-11-15,2022-11-15,Delivered,228.35
2919,Ekart,TRK9304852775,2022-11-17,2022-11-21,2022-11-22,Delivered,95.88
2921,BlueDart,TRK8670365620,2023-02-06,2023-02-12,,Shipped,56.02
2922,FedEx India,TRK3634443946,2023-08-01,2023-08-04,2023-08-06,Delivered,198.75
2923,Delhivery,TRK8963318123,2022-03-24,2022-03-29,,Shipped,45.04
2925,BlueDart,TRK3576170731,2023-04-04,2023-04-07,2023-04-08,Delivered,174.13
2926,FedEx India,TRK7445776262,2022-02-26,2022-03-04,2022-03-06,Delivered,59.8
2928,BlueDart,TRK6367850898,2022-01-25,2022-01-29,2022-01-29,Delivered,177.98
2929,Ekart,TRK9774759443,2022-05-28,2022-05-31,2022-06-01,Delivered,135.57
2931,FedEx India,TRK4852953774,2023-05-05,2023-05-10,2023-05-09,Delivered,75.85
2933,FedEx India,TRK0376768740,2022-10-07,2022-10-11,2022-10-12,Delivered,198.29
2934,Delhivery,TRK4207675149,2023-12-11,2023-12-15,2023-12-14,Delivered,212.34
2935,Delhivery,TRK7534115733,2022-02-03,2022-02-10,2022-02-09,Delivered,114.87
2938,Ekart,TRK0990009406,2023-05-07,2023-05-14,2023-05-17,Delivered,220.5
2939,FedEx India,TRK5658234453,2024-06-12,2024-06-15,2024-06-17,Delivered,223.32
2940,DTDC,TRK8565352326,2023-10-29,2023-11-01,2023-11-01,Delivered,127.58
2942,Ekart,TRK6000470911,2024-05-19,2024-05-24,,Shipped,242.62
2943,Delhivery,TRK0349561199,2023-01-13,2023-01-19,2023-01-19,Delivered,247.24
2945,FedEx India,TRK8996511815,2022-11-27,2022-12-04,,Shipped,53.3
2946,Delhivery,TRK8374661447,2023-02-18,2023-02-22,2023-02-21,Delivered,91.88
2947,Delhivery,TRK7618687047,2024-04-15,2024-04-18,,Shipped,195.79
2949,Delhivery,TRK9666829052,2022-05-23,2022-05-28,2022-05-31,Delivered,123.46
2950,Ekart,TRK5659950891,2024-02-12,2024-02-19,2024-02-19,Delivered,146.22
2951,DTDC,TRK4233029276,2022-12-20,2022-12-23,2022-12-23,Delivered,141.18
2952,FedEx India,TRK4054739862,2023-07-10,2023-07-15,,Shipped,84.2
2953,FedEx India,TRK2140513186,2023-08-14,2023-08-19,2023-08-19,Delivered,217.03
2955,BlueDart,TRK6047473389,2022-02-14,2022-02-21,2022-02-20,Delivered,80.13
2956,BlueDart,TRK1478524744,2023-07-21,2023-07-27,,Shipped,174.52
2960,Delhivery,TRK2035944102,2023-02-24,2023-03-03,,Shipped,126.41
2961,BlueDart,TRK3873518664,2023-04-11,2023-04-18,2023-04-17,Delivered,148.22
2962,FedEx India,TRK7741313518,2024-01-06,2024-01-09,2024-01-10,Delivered,236.84
2964,Ekart,TRK3025853465,2024-02-15,2024-02-18,2024-02-19,Delivered,162.76
2965,DTDC,TRK8153988521,2024-04-15,2024-04-22,2024-04-22,Delivered,231.37
2966,BlueDart,TRK7895599098,2022-08-03,2022-08-07,2022-08-06,Delivered,52.46
2968,FedEx India,TRK4128655816,2023-02-19,2023-02-24,2023-02-25,Delivered,94.0
2969,BlueDart,TRK7592383193,2023-01-22,2023-01-26,2023-01-29,Delivered,62.52
2970,Ekart,TRK4891800381,2023-05-07,2023-05-10,,Shipped,141.73
2971,Ekart,TRK4634292421,2022-02-05,2022-02-08,2022-02-07,Delivered,82.09
2973,FedEx India,TRK9597309121,2022-04-13,2022-04-19,2022-04-22,Delivered,182.72
2974,DTDC,TRK8527341146,2023-12-06,2023-12-11,2023-12-14,Delivered,123.19
2976,FedEx India,TRK1331555301,2022-04-06,2022-04-12,2022-04-13,Delivered,203.95
2977,DTDC,TRK5303044077,2022-04-09,2022-04-15,2022-04-17,Delivered,238.58
2978,BlueDart,TRK8110965984,2023-04-27,2023-05-01,2023-05-03,Delivered,119.47
2979,BlueDart,TRK5576634541,2024-05-27,2024-06-02,2024-06-03,Delivered,61.74
2980,DTDC,TRK8299126994,2023-12-05,2023-12-08,2023-12-11,Delivered,40.33
2981,Delhivery,TRK5206419106,2023-06-06,2023-06-13,2023-06-13,Delivered,145.22
2982,FedEx India,TRK1669100822,2023-12-17,2023-12-21,2023-12-24,Delivered,182.46
2983,FedEx India,TRK4216826822,2022-09-20,2022-09-25,2022-09-24,Delivered,104.29
2984,Delhivery,TRK1756269962,2023-04-09,2023-04-14,2023-04-13,Delivered,124.45
2985,DTDC,TRK0834791005,2022-12-08,2022-12-15,2022-12-16,Delivered,141.46
2986,Ekart,TRK9325722870,2022-03-22,2022-03-26,2022-03-28,Delivered,127.93
2987,BlueDart,TRK3220074859,2024-03-08,2024-03-11,,Shipped,85.58
2988,BlueDart,TRK7243871295,2023-01-23,2023-01-27,2023-01-29,Delivered,138.67
2989,FedEx India,TRK1452058028,2023-12-03,2023-12-08,2023-12-08,Delivered,94.94
2990,DTDC,TRK6060480224,2024-04-08,2024-04-12,,Shipped,111.04
2991,FedEx India,TRK0654747695,2022-05-18,2022-05-23,,Shipped,72.91
2992,FedEx India,TRK0904189856,2023-05-25,2023-06-01,2023-06-01,Delivered,42.4
2994,DTDC,TRK6430165562,2023-03-07,2023-03-11,2023-03-14,Delivered,117.01
2995,Delhivery,TRK3887888765,2023-03-10,2023-03-17,2023-03-20,Delivered,246.15
2996,Delhivery,TRK6993136062,2023-11-13,2023-11-20,2023-11-23,Delivered,215.7
2997,FedEx India,TRK2901138604,2024-06-17,2024-06-20,2024-06-19,Delivered,57.66
2998,Ekart,TRK7947199038,2022-07-14,2022-07-20,,Shipped,215.51
2999,Delhivery,TRK0351489538,2023-01-20,2023-01-25,2023-01-26,Delivered,192.78
3000,FedEx India,TRK2944191479,2023-11-07,2023-11-13,2023-11-15,Delivered,47.76
